unit_order,unit_id,unit_title,A4095,A4095-Mc-English,CCCP578,CCCP578-Mc-English,P3465,P3465-Mc-English,P3466,P3466-Mc-English,P400,P400-Mc-English,R2536,R2536-Mc-English
80,42d1ffe4-eb56-40d2-be3d-ed1b16cfc697,An Enemy Is Befriended in Times of Need,وإنّما سُمّي الصديق صديقًا لما يُرجى من نفعه وسُمّي العدوّ عدوًّا لما يُخاف من ضرره فإنّ العاقل إذا رجا نفع العدوّ ظهّر له الصداقة وإذا خاف ضرّ الصديق أظهر له العداوة,"Now the friend is called a friend precisely for the benefits one hopes to gain from him, and the enemy is called an enemy for the damage one fears from him: for, when the sensible man hopes to benefit from the enemy, he shows him friendship; and when he fears harm from a friend, he shows him enmity.",وإنمّا سمّي الصديق صديقًا لمّا يُرجى من نفعه والعدوّ عدوًّا لمّا يُخاف من ضرره فالعاقل إذا رجا نفع العدوّ أبدى له الصداقة وإذا خاف شرّ الصديق أبدى له العداوة,"Now the friend is called a friend precisely for the benefits one hopes to gain from him, and the enemy an enemy for the damage one fears from him: when the sensible man hopes to benefit from the enemy, he displays friendship; and when he fears evil from a friend, he displays enmity.",وإنّما سُمّي الصديق صديقًا لما يُرجى من نفعه وسُمّي العدوّ عدوًّا لما يُخاف من ضرره والعاقل إذا رجا نفع العدوّ أظهر له الصداقة,"Now the friend is called a friend precisely for the benefits one hopes to gain from him, and the enemy is called an enemy for the damage one fears from him; so when the sensible man hopes to benefit from the enemy, he shows him friendship. Don’t you see how the offspring of animals follow their mothers hoping for their milk, but when that stops flowing they part from them",وإنّما سُمّي الصديق صديقًا لما يُرجى من نفعه والعدوّ عدوًّا لما يُخاف من ضرّه والعاقل إذا رجا نفع العدوّ أظهر له الصداقة وإذا خاف ضرّ الصديق أظهر له العداوة,"Now the friend is called a friend precisely for the benefits one hopes to gain from him, and the enemy is called an enemy for the damage one fears from him; and when the sensible man hopes to benefit from the enemy, he shows him friendship; and when he fears harm from a friend, he shows him enmity.",,,,
81,07492cb2-a721-4aee-ac30-1035360c1ddd,One Should Not Befriend an Enemy Indefinitely,,,,,,,,,وللعداوة والصداقة موضع ينبغي للعاقل أن يتصرّف فيها على ما ينبغي منها ولن ينبغي ... *يؤاخي أخًا كان له عدوًّا إلّا على حال الضرورة,"Enmity and friendship are of such a nature that the wise man acts according to their nature . . . should not fraternize with someone unto whom he was an enemy, except in the case of necessity.",*وللعداوة والصداقة مواضع <لا> ينبغي للعاقل أن يؤاخي أخًا قد كان له عدوًّا إلّا على حال ضرورة,"Enmity and friendship are of such a nature that the wise man should not fraternize with someone who was an enemy to him, except in the case of necessity."
82,3940f503-fe5a-405f-91dc-59b1677eb548,Young Cattle Only Nurse for a While,أولا ترى أولاد البهائم تتّبع أمّهاتها رجاء ألبانها فإذا انقطع ذلك انصرفت عنها,"Don’t you see that the offspring of animals follow their mothers hoping for their milk, but when that stops flowing they part from them",أو لا ترى أولاد البهائم تتبعها رجاء ألبانها فإذا انقطعت انصرفت عنها,"Don’t you see that the offspring of animals follow them hoping for their milk, but when it stops flowing they part from them",ألا ترى تتابع البهائم أمّهاتها رجاء ألبانها فإذا انقطع ذلك انصرفت عنها,"you see how the offspring of animals follow their mothers hoping for their milk, but when that stops flowing they part from",أولا ترى أنّ الأولاد تتبع أمّهاتها رجاء ألبانها فإذا انقطع ذلك اللبن انصرفت عنها,"Don’t you see that the offspring of animals follow their mothers hoping for their milk, but when that milk stops flowing], they part from them Just",فإنّ أولاد الدوابّ تتبع أمّهاتها في حال رضاعتها فإذا استغنت عن الرضاع افترقت عن أمّهاتها,"The offspring of animals follow their mothers during nursing time and, when they do without being nursed, part from",وإنّ أولاد الدوابّ تتبع أمّهاتها,The offspring of animals follow their mothers...
83,ac5e3d06-07f5-4f5a-9b7b-cb8ddaa2c500,Clouds and Rain Come and Go,وكما أنّ السحاب يلتئم ساعة وينقطع أخرى ويهمي ساعة ويمسك أخرى,"Just as clouds gather at a certain hour and disperse at another, pour down at a certain hour and hold off at another,",وكما أنّ السحاب يتهيّأ ساعة ثمّ ينقطع ويظهر مرّة ويغيب أخرى,"Just as cloud form at a certain hour then disperse, appear once and disappear the other,",,,وكما أنّ السحاب يتهيّأ مرّة وينقطع أخرى ويقطر ساعة ويمسك أخرى,"as clouds form one moment and disperse at another, drop rain at a certain hour and hold off at another,",,,,
84,b3477c73-130b-462f-aece-7c2fa94c9ccb,The Intelligent Adapts,كذلك العاقل يتلوّن مع متلوّنات الأمور عن اختلاف أحوال الأصحاب فينبسط مرّة وينقبض أخرى ويسترسل مرّة ويحترس أخرى,"so the sensible man changes his disposition, as matters alter according to the diverse states of his companions: he can be at ease at times and reserved at others; open at times and cautious at others.",فكذلك العاقل يغّير أحواله مع متلونات الأمور على اختلاف أخلاق الأصحاب فينبسط مرّة ثمّ ينقبض أخرى ويسترسل مرّة وينقبض أخرى ويرضى مرّة ويسخط أخرى,"so the state of the sensible man changes, as matters alter according to the diverse characters of his companions: he can be open at times and reserved at others; trusting at times and again reserved at others; pleased at times and cross at others.",,,كذلك العاقل يتلوّن تلوّن الأمور على اختلاف أحوال الأصحاب فيستيقظ مرّة وينقبض أخرى ويسترسل مرّة ويحترس أخرى ويرضى مرّة ويسخط أخرى ويتجلّد مرّة ويشتكي أخرى,"so the sensible man changes his disposition as matters alter, according to the diverse states of his companions: he can be alert at times and reserved at others; open at times and cautious at others; pleased at times and cross at others; immutable at times and irritated at others.",,,,
85,7ba38ab1-0ecf-484c-aa8d-aea90eff10dd,Enmity Turns into Friendship in Times of Need,وربّما قطع المرء عن صديقه بعض ما كان يصله بفضله فلم يخف شرّه لأنّ أصل أمره لم يكن عداوة فأمّا من كان أصل أمره عداوة وتحدث صداقته لحاجة حملته على ذلك فإنّه إذا ذهب الأمر الذي أحدث ذلك صار إلى أصل أمره,"And a person might cut off some of the favor that had allied him to his friend and not fear any evil from him, because the basis of the affair had not been enmity. As for someone towards whom the basic state is enmity and he strikes up a friendship out of a need that causes him to do so-well, when the the matter which made this happen goes away, things return to the basic state,",وربّما قطع المرء عن صديقه بعض ما كان يصله به فلا يخاف ضرّه لأنّ أصل أمره لم يكن عداوة وربّما أحدث المرء صداقة لعدوّه لحاجة حملته عليها فإذا ذهب الأمر الذي كان منه ذلك تحوّلت صداقته عداوة,"And a person might break off some of what had allied him to his friend without fearing any harm from him, because the basis of the affair had not been enmity; a person might also strike up a friendship from enmity, out of a need that causes him to do so, and when the matter that brought this about goes away, that friendship turns into enmity-",فأمّا العداوة التي أحدثت الصداقة فالحاجة تحمل على ذلك,"them As for the enmity that has been made into friendship, only need drives one toward that.",وربّما قطع الصديق عن صديقه بعض ما كان يصله فلم يخف شرّه لأن أصل أمره لم يكن عداوة فأمّا من كان أصل أمره عداوة جوهريّة ثمّ أحدث صداقة لحاجة حملته على ذلك فإنّه إذا زالت الحاجة التي حملته على ذلك زالت صداقته فتحوّلت عداوة وصار إلى أصل أمره,"And a friend might cut off some of what had allied him to his friend and not fear any evil from him, because the basis of the affair had not been enmity. As for someone towards whom the basic state is innate enmity and he strikes up a friendship out of a need that causes him to do so-well, when the the need which made him act this way goes away,",والرجل إذا كان عدوًّا ثمّ صار خليلًا في سبب منفعة تنقطع خلّته إذا انقطعت منفعته وتصير الى عداوة,"them. If a man turns from enmity to friendship for profit, his friendship ends when that profit ends, turning again into enmity-",والرجل إذا كان عدوًّا ثمّ صار خليلًا في سبب منفعة ينقطع إخاؤه إذا انقطعت منفعته ويصير إلى عداوته,"If a man turns from enmity to friendship for profit, his amity ends when that profit ends, and he turns to his previous enmity-"
86,15a98b33-4135-4034-bc4c-efe7b3042df5,Heated Water Cools Down,كالماء الذي يُسخّن بالنار فإذا رُفع عنها عاد باردًا,"as with water heated with fire: when it is taken off it, the water turns cold again.",فصار أمره كالماء الذي يسخن بالنار فإذا وقع عليها صار,"his case is like water heated with fire: when it is extinguished, the water becomes cold.",,,كالماء الذي يُسخّن بالنار فإذا رُفع عنها عاد باردًا,"as with water heated with fire: when it is taken off it, the water turns cold again. And",كالماء الذي يُسخّن بالنار فإذا فرق بينه وبين النار عاد الى البرد,"as with water heated on fire: when it is separated from the fire, it reverts to being cold.",كالماء السخن إذا فرّق بينه وبين النار عاد إلى أصله البرودة,"as with hot water: when it is separated from the fire, it reverts to its initial state-coldness."
87,27110ffa-ffc2-4ced-ab0a-d1911e1761b5,The Cat Is the Rat's Worst Enemy,فلا عدوًّا أضرّ لي منك,And no enemy is more harmful to me than you.,باردًا ولا شيء أضرّ لي عداوة منك,And no enmity is more harmful to me than yours.,,,وليس من أعدائي عدوّ أضرّ لي منك,of my enemies there is none more harmful to me than you.,وأنت لي عدوًّا وأنا لك مثل ذلك وكيف تستقيم الخلّة بيننا,"You are an enemy unto me and I unto you. How can friendship work between us,",فأنت لي عدوّ وأنا لك عدوّ ومثل ذلك وكيف يستقيم أن تكون الخلّة بيننا والإخاء,"You are an enemy unto me, and I am, likewise, an enemy unto you. How can friendship and amity work between us,"
88,68a462f9-7139-44b2-9137-0109069d07eb,The Rat's Need for Friendship Has Gone,وقد كان اضطرّني وإيّاك أمر أخرجنا إلى ما صرنا إليه من المصالحة وقد ذهب الأمر الذي احتجت إليّ واحتجت إليك فيه وأخاف أن يكون مع ذهابه عود العداوة بيني وبينك,"You and I were compelled by a matter which had brought us to the agreement we achieved; but the matter which had made you need me and me you has passed, and I fear that in its passing is the return of the enmity between me and you.",وقد اضطرّني وإيّاك حالة أحدثنا !لنا المصلحة وقد مضى الأمر الذي احتجت فيه إليّ واضطررت فيه إليك وأخاف أن يكون مع ذهابه إحياء العداوة بيني وبينك,"You and Iwere compelled by a situation to create an agreement; but the matter which made you need me, and which obliged me to you is over, and I fear that in its passing is the revival of the enmity between me and you.",,,وقد اضطرّني وإيّاك حاجة إلى ما حدثنا من المصالحة وقد ذهب الأمر الذي احتجت إليّ واحتجت إليك فيه وأخاف أن يكون مع ذهابه عودة العداوة,"You and I were compelled by a need to the agreement we created; but the matter which made you need me and I you has passed, and I fear with its passing the return enmity. There",وقد اضطرّتني وإيّاك حاجة للمصالحة فقد مضى الأمر الذي احتجت إليّ فيه واضطرّ إليك فأخاف أن يكون مع ذهابه رجوع العداوة بيني وبينك,"while I know that you have no need except that of eating me You and I were compelled, by a need, to enter an agreement, and the matter which made you need me and which obliged me to you has passed. I fear, then, that in its passing is the return of the enmity between you and me.",,
89,6ec8bb5a-58eb-4494-97a2-592f91bacfb4,The Weak Must Avoid the Strong,ولا خير للضعيف في قرب العدوّ القويّ ولا الذليل في قرب العدوّ العزيز,There is no good in the weak being close to the powerful enemy and no good in the humble being close to the proud enemy.,ولا خير للضعيف في قرب العدوّ القويّ ولا للذليل في الدنوّ من العزيز,There is no good in the weak being close to the powerful enemy and no good in the humble being near the grand.,,,ولا خير للضعيف في قرب العدوّ القويّ ولا للذليل في قرب العدوّ العزيز,is no good in the weak being close to the powerful enemy nor in the humble being close to the proud enemy.,ولا خير للضعيف في قرب العدوّ القويّ ولا الذليل في الدنوّ من العزيز,There is no good in the weak becoming close with the powerful enemy and no good in the humble approaching the grand.’ “,,
90,b2f29829-7756-44c9-b3b5-c6958df39e6a,The Cat Desires the Rat for Food,ولا أعلم لك فيّ حاجة إلّا أن تريد أكلي,"And I’m not aware that you have any need for me except your wanting to eat me,",ولا أعلم لى منك حاجة إلّا أن تكون تريد أكلي,"And I’m not aware that you need me in any way except your wanting to eat me,",,,ولا أعلم لك قبلي حاجة إلّا أن تكون تريد أكلي,And I’m not aware that you have any need regarding me except your wanting to eat me. There,وأنا أعلم أنّ ليس لك حاجة إلاّ أكلي,I know that you have no,وأنا أعلم أن ليس لك حاجة إلّا أكلي,while I know that you have no need except that of eating me
91,06d2375d-6ea4-4f98-a177-36a2fc95d2fe,The Prudent Rat,ولا أرى الثقة بك,so I don’t see any trust in you; for,فلا أرى لي الثقة بك,so I don’t see that I should trust you;,,,ولا الثقة بك,is no trusting you For I,,,,
92,9a972061-f3b4-4b1d-8a64-2861566f2c8e,The Cautious Weak Is Better Than Deluded Strong,فإنّي قد علمت أنّ الضعيف هو أقرب إلى أن يسلم من العدوّ القويّ إذا هو احترس منه ولم يغترر به من القويّ إذا اغترّ بالضعيف واسترسل إليه,"I have learned that the weak person is closer to being safe from the powerful enemy when he is wary of him and not misled by him, than the powerful who is misled by the weak and open to him.",فإنّي قد علمت أنّ الواهن هو أقرب إلى أن يسلم من الشديد إذا احترس منه ولم يغترّ به من القوي إذا آمن وأغترّ بالضعيف واسترسل إليه,"for I have learned that the weak person is closer to being safe from the strong, when he is wary of him and not misled by him, than the powerful who feels safe while he is misled by the weak and trusts him.",,,فإنّي قد علمت أنّ الضعيف المحترس من العدوّ القويّ أقرب إلى السلامة من القويّ [[المغترّ]] اذا اغترّ بالضعيف واسترسل إليه,have learned that the weak person who is cautious of the strong enemy is closer to safety than the proud enemy when he becomes misled by the weak and open to him.,,,,
93,89388b76-4977-4344-848c-d880340cf3c3,The Intelligent Escapes Forced Friendship,والعاقل يصانع عدوّه إذا اضطرّ إليه فيظهر له ودّه ويريه من نفسه الاسترسال ***,"The sensible man shows his enemy favor, if he is compelled to it: he displays friendliness, and shows himself open ...",والعاقل يصالح عدوّه إذا اضطرّ إلى ذلك ويصانعه ويظهر له ودّه ويريه من نفسه استرسالًا إليه إذا لم يجد بدًّا ويجعل الانصراف عنه إذا وجد إلى ذلك سبيلًا,"The sensible man makes peace with his enemy, if he is compelled to that: he treats him well, displays friendliness, and shows him trust on his part-if he can’t manage otherwise-but he makes haste to get away from him when he finds a way for that.",,,والعاقل يصلح عدوّه إذا اضطرّ إليه ويصانعه ويظهر له ودّه ويريه من نفسه الاسترسال إليه إذا لم يجد من ذلك بدًّا ثمّ يعجّل الانصراف عنه حين يجد إلى ذلك سبيلًا,"The sensible man makes peace with his enemy, if he is compelled unto him: he treats him well, displays friendliness, and shows him some trust on his part- if he can’t manage other than that; he then makes haste to part from him when he finds a way for that.",,,,
94,0e2099fa-f78a-4e25-b828-5ae6d0bb1da1,Trusting Quickly Is Risky,*** لا يكاد يستقيل عثرته,can hardly be excused for his misstep;,ويعلم أن صريع الاسترسال لا يكاد أن يستقيل عثرته,He also knows that he who is felled by his own candor can hardly be excused for his misstep;,واعلم أنّ صريع الاسترسال لا تُقال عثرته,And know that the misstep of he who is felled by his own candor cannot be excused.,وقد قيل إنّ سريع الاسترسال لا يكاد يستقيل عثرته,It has been said that someone too quick to act openly can hardly be excused for his misstep;,,,,
95,d85d6b0f-c783-4831-9f9f-498872c1b718,The Intelligent Distrusts Forced Friendship,والعاقل يفي لمن صالح بما جعل له ويثق بذلك من نفسه ولا يثق لها بمثل ذلك من أحد,"and the sensible man keeps his promise to whom he enters into a truce with, while trusting himself but does not trust",وهو يفي لمن يصالح بما جعل فيثق بذلك من نفسه ولا يثق بمثل ذلك من أحد,"he should keep his promise to whom he enters into a truce with, while trusting himself with this in ways in which he doesn’t trust others",والعاقل يبقي لمن صالحه من عدوّه بقيّة من نفسه ولا يثق به كلّ الثقة,The sensible man treats his enemy with whom he reconciled with some of his previous reserve and does not trust him fully.,والعاقل يفي لمن صالح بما جعل له من نفسه بمثل ذلك من أحد,"and the sensible man keeps his pledge upon himself to whom he enters into a truce with, … anyone to do the same, and he prefers",,,,
96,74115d9e-1d73-4d00-9de9-65521290b093,The Intelligent Must Leave Forced Friendship,,,,,,,,,,,,
97,64e2ad84-614f-4495-9d2c-0c361f0cdc80,The Best Thing Is Distance From the Enemy,ولا يؤثر على البعد من عدوّه ما استطاع شيئًا,his enemy as much as he can. For you to stay away from the huntsman,ولا يؤثر على البعد من عدوّه ما استطاع,and preferring nothing to distance from his enemy as much as he can.,ولا يأمنه على نفسه مع القرب منه والبعد عنه ما استطاع,"Neither does he trust him with his safety, when he approaches him and stays away from him as much as he can.",ولا يؤثر على الاحتراس,nothing above caution … For me to,,,,
98,8360da13-9e53-4591-ad77-a3b65ef83363,Staying Away from the Enemy is the Best Judgment,والبعد لك من الصيّاد والبعد لي منك من أحزم الرأي,and for me to stay away from you is the most prudent judgment.,فالبعد لك من الصيّاد حزم والبعد لي منك حزم,Staying away from the huntsman is prudent for you; and staying away from you is prudent for me.,,,والبعد لي من قربك أحزم الراي,stay away from getting close to you is the most prudent judgment.,,,,
99,1ab189cb-0b47-48fd-8a6f-6b44c0bad574,The Rat Will Love the Cat from Afar,وأنا أودّك من بعيد,"I shall like you from afar,",والرأي لي أن أودّك من بعيد,"My judgment is to like you from afar,",وأنا أودّك من بعد,"I shall like you from afar,",وأنا أودّك من بعيد وأحبّ لك البقاء والسلامة ما لم أكن أحبّه لك قبل اليوم,I shall like you from afar and desire for you survival and safety in a way that I didn’t desire for you before today.,,,,
100,b74e0835-b671-400d-b926-f230a977dd47,The Rat Does Not Need a Reward,ولا عليك أن تجزيني بمثل ذلك إن رأيت,and you need not reward me likewise-if you so judge.,ولا عليك تحترمني بمثل ذلك,and there’s no duty for you to honor me likewise.,ولا عليك أن تجازيني على صنيعي,"and you don’t have to reward me for my good deed, for there",ولا عليك تجاريني بمثل ذلك,and there’s no harm for your treating me likewise}.,,,,
101,83e7b09d-d272-4fef-9600-a28baf3900bd,The Last Verdict Is No Reunion,وإلّا فلا سبيل إلى اجتماعنا أبدًا والسلم,"Otherwise, there is no way for us to ever reunite. Peace!’”",ولا إلى اجتماعنا سبيل,There isno way for us to ever reunite.’”,إذا لا سبيل إلى اجتماعنا,is no way for us to reunite.’”,ولا سبيل إلى اجتماعنا والسلام,"There is no way for us to reunite. Peace!’ The Chapter of the King and the Bird Fatra “King Dayshalīm said to the Philosopher Baydanā, ‘I have heard the parable of the man who",,,وليس إلى اجتماعنا سبيل,There is no way for us to reunite.’
102,09ada6ad-d0c3-4ff9-9110-4f51535e3b38,The Rat Departs to Safety,,,,,,,,,ثمّ صار الجرذ إلى الأخذ بالحزم والاحتراس من السنّور,"And so the rat stood firm in his stance, remaining wary of the cat.”",ثمّ انجحر الجرذ وصار إلى الحزم والاحتراس من السنّور,"“Then the rat went into his burrow and stood firm in his stance, remaining wary of the cat.”"
103,b53f76aa-9726-4885-a808-d1494253b543,The Philosopher Comments on the Rat's Foresight,,,,,,,,,,,,
104,133fb0ab-0236-429a-bf08-e837e8522c42,The Philosopher Comments on Human Foresight,,,,,,,,,,,,
105,439fc036-840f-46ac-b3e2-cabc6bbbf737,The Gist of the Chapter,,,,,,,,,فهذا مثل الجرذ الذي صادق السنّور,This has been the parable of the rat who became friend to the cat.,,
106,4eeff3c1-bdb7-472c-b0be-f58abaf21397,The Ending of the Chapter,,,,,انقضى باب الجرذ والسنّور,Here ends the Chapter of the Rat and the Cat.,,,,,,
